Dates,Pollster,Sample,Influence,Approve,Disapprove,Net,Sample Size,Sample Type,End Date,Grade,Predictive Plus-Minus,Mean-reverted bias,Number of polls,cat,Bias,Adj_Approve,Adj_Disapprove,Adj_Net,Sample Priority,Grade Priority,Simple Grade,Recency,Recency Weight,Sample N Weight Raw,Sample N Weight,Combined Weight,Color
"1/27 - 1/31, 2025@@23772",RMG Research,"4,000 RV@@4000",0.0,53.0,43.0,10.0,4000.0,RV,2025-01-31,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,51.375,44.625,6.75,2.0,1.0,B,210,0.004739336492890996,63.245553203367585,0.7301055379319144,0.9498292424754051,green
"1/29 - 1/31, 2025@@23772",TIPP Insights,"1,478 A@@1478",0.0,46.0,41.0,5.0,1478.0,A,2025-01-31,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,46.035,40.965,5.069999999999993,1.0,1.0,A-,210,0.004739336492890996,38.44476557348217,0.5802659828259037,0.464762801410321,green
"1/24 - 1/30, 2025@@23771",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,45.0,7.0,1500.0,LV,2025-01-30,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,44.325,8.349999999999994,3.0,1.0,B,211,0.0047169811320754715,38.72983346207417,0.5819882848043362,1.0481279581995073,green
"1/23 - 1/29, 2025@@23770",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,47.0,3.0,1500.0,LV,2025-01-29,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,46.325,4.349999999999994,3.0,1.0,B,212,0.004694835680751174,38.72983346207417,0.5819882848043362,1.0481253805208608,green
"1/25 - 1/28, 2025@@23769",co/efficient,"1,570 LV@@1570",0.0,52.0,47.0,5.0,1570.0,LV,2025-01-28,B+@@5,-0.2090032,R+2.23@@-2.2305386,22.0,R+,-2.23,53.115,45.885,7.230000000000004,3.0,1.0,B+,213,0.004672897196261682,39.6232255123179,0.5873859144821314,1.0525520901316683,green
"1/27 - 1/28, 2025@@23769",Emerson College,"1,000 RV@@1000",0.0,48.5,41.2,7.299999,1000.0,RV,2025-01-28,A-@@3,-0.56915331,D+0.65@@0.64701432,317.0,D+,0.65,48.175,41.525000000000006,6.6499999999999915,2.0,1.0,A-,213,0.004672897196261682,31.622776601683793,0.5390493969768073,0.7012680005530054,green
"1/26 - 1/28, 2025@@23769",YouGov,"1,577 A@@1577",0.0,49.0,43.0,6.0,1577.0,A,2025-01-28,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,48.455,43.545,4.909999999999997,1.0,1.0,B,213,0.004672897196261682,39.71145930332956,0.5879189988417013,0.47088465608162433,green
"1/26 - 1/28, 2025@@23769",YouGov,"1,577 A@@1577",0.0,49.0,43.0,6.0,1577.0,A,2025-01-28,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,48.455,43.545,4.909999999999997,1.0,1.0,B,213,0.004672897196261682,39.71145930332956,0.5879189988417013,0.47088465608162433,green
"1/22 - 1/28, 2025@@23769",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,45.0,7.0,1500.0,LV,2025-01-28,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,44.325,8.349999999999994,3.0,1.0,B,213,0.004672897196261682,38.72983346207417,0.5819882848043362,1.048122826932669,green
"1/21 - 1/27, 2025@@23768",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,44.0,8.0,1500.0,LV,2025-01-27,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,43.325,9.349999999999994,3.0,1.0,B,214,0.004651162790697674,38.72983346207417,0.5819882848043362,1.048120297098786,green
"1/22 - 1/27, 2025@@23768",McLaughlin  Associates,"1,000 LV@@1000",0.0,52.0,43.0,9.0,1000.0,LV,2025-01-27,C/D@@12,1.4121989,R+1.70@@-1.6967322,29.0,R+,-1.7,52.85,42.15,10.700000000000003,3.0,1.0,C/D,214,0.004651162790697674,31.622776601683793,0.5390493969768073,0.9707903558577665,green
"1/21 - 1/27, 2025@@23768",Gallup,"1,001 A@@1001",0.0,47.0,48.0,-1.0,1001.0,A,2025-01-27,B+@@5,-0.096810378,R+0.57@@-0.56518364,84.0,R+,-0.57,47.285,47.715,-0.4300000000000068,1.0,1.0,B+,214,0.004651162790697674,31.63858403911275,0.5391449011772008,0.4318174510823906,red
"1/21 - 1/27, 2025@@23768",Morning Consult,"36,357 A@@36357",0.0,52.35,37.67,14.68,36357.0,A,2025-01-27,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,50.665,39.355000000000004,11.309999999999995,1.0,1.0,B-,214,0.004651162790697674,190.6751163628857,1.5,1.0525520901316683,green
"1/23 - 1/27, 2025@@23768",Quinnipiac University,"1,019 RV@@1019",0.0,46.0,43.0,3.0,1019.0,RV,2025-01-27,B+@@5,-0.29048395,D+0.62@@0.61745471,228.0,D+,0.62,45.69,43.31,2.3799999999999955,2.0,1.0,B+,214,0.004651162790697674,31.921779399024736,0.540855889851051,0.7036157785643673,green
"1/24 - 1/26, 2025@@23767",Morning Consult,"2,302 RV@@2302",0.0,52.0,44.0,8.0,2302.0,RV,2025-01-26,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,50.315,45.685,4.6299999999999955,2.0,1.0,B-,215,0.004629629629629629,47.97916214358062,0.6378701912723443,0.8298218692015221,green
"1/24 - 1/26, 2025@@23767",Ipsos,"1,034 A@@1034",0.0,45.0,46.0,-1.0,1034.0,A,2025-01-26,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,44.055,46.945,-2.8900000000000006,1.0,1.0,B-,215,0.004629629629629629,32.155870381627054,0.5422702033483043,0.43431826471878077,red
"1/22 - 1/24, 2025@@23765",Research Co,"1,001 A@@1001",0.0,50.0,46.0,4.0,1001.0,A,2025-01-24,C+@@9,0.63225824,D+1.56@@1.5595731,83.0,D+,1.56,49.22,46.78,2.4399999999999977,1.0,1.0,C+,217,0.0045871559633027525,31.63858403911275,0.5391449011772008,0.4318105492914645,green
"1/20 - 1/24, 2025@@23765",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,43.0,9.0,1500.0,LV,2025-01-24,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,42.325,10.349999999999994,3.0,1.0,B,217,0.0045871559633027525,38.72983346207417,0.5819882848043362,1.0481128468540477,green
"1/22 - 1/24, 2025@@23765",Echelon Insights,"1,024 LV@@1024",0.0,51.0,43.0,8.0,1024.0,LV,2025-01-24,B+@@5,-0.21667188,R+0.11@@-0.10818018,18.0,R+,-0.11,51.055,42.945,8.11,3.0,1.0,B+,217,0.0045871559633027525,32.0,0.5413284772634014,0.9748878907046394,green
"1/21 - 1/23, 2025@@23764",AtlasIntel,"1,882 A@@1882",0.0,50.1,49.7,0.3999977,1882.0,A,2025-01-23,A+@@1,-0.95774031,D+0.16@@0.16334188,91.0,D+,0.16,50.02,49.78,0.240000000000002,1.0,1.0,A+,218,0.0045662100456621,43.382023926967726,0.6100955433289839,0.4886335995429396,green
"1/20 - 1/23, 2025@@23764",RMG Research,"3,000 RV@@3000",0.0,57.0,39.0,18.0,3000.0,RV,2025-01-23,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,55.375,40.625,14.75,2.0,1.0,B,218,0.0045662100456621,54.772255750516614,0.6789121992539866,0.8832058701710539,green
"1/20 - 1/21, 2025@@23762",Ipsos,"1,077 A@@1077",0.0,47.0,41.0,6.0,1077.0,A,2025-01-21,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,46.055,41.945,4.109999999999999,1.0,1.0,B-,220,0.004524886877828055,32.817678162843876,0.5462686644045867,0.43750929230593594,green
"1/20 - 1/20, 2025@@23761",InsiderAdvantage,800 RV@@800,0.0,56.0,39.0,17.0,800.0,RV,2025-01-20,B@@6,0.034562007,D+0.36@@0.35748985,207.0,D+,0.36,55.82,39.18,16.64,2.0,1.0,B,221,0.0045045045045045045,28.284271247461902,0.5188790634994607,0.6750102411650641,green
